"","qweek","vac_1","age","gender","country","Age_groups","agegroup_fct","Vaccine_fct"
"8566","week 21","5",50,"Male","Norway",4,"45-54","Strongly disagree"
"8567","week 21","1",21,"Male","Norway",1,"18-24","Strongly agree"
"8568","week 21","1",64,"Female","Norway",5,"55-64","Strongly agree"
"8569","week 21","1",62,"Female","Norway",5,"55-64","Strongly agree"
"8570","week 21","1",47,"Male","Norway",4,"45-54","Strongly agree"
"8571","week 21","1",67,"Male","Norway",6,"65+","Strongly agree"
"8572","week 21","1",59,"Female","Norway",5,"55-64","Strongly agree"
"8573","week 21","4",40,"Male","Norway",3,"35-44","Somewhat disagree"
"8574","week 21","2",51,"Female","Norway",4,"45-54","Somewhat agree"
"8575","week 21","1",54,"Female","Norway",4,"45-54","Strongly agree"
"8576","week 21","1",73,"Male","Norway",6,"65+","Strongly agree"
"8577","week 21","1",68,"Male","Norway",6,"65+","Strongly agree"
"8578","week 21","4",21,"Female","Norway",1,"18-24","Somewhat disagree"
"8579","week 21","1",66,"Male","Norway",6,"65+","Strongly agree"
"8580","week 21","1",63,"Male","Norway",5,"55-64","Strongly agree"
"8581","week 21","4",20,"Male","Norway",1,"18-24","Somewhat disagree"
"8582","week 21","2",46,"Female","Norway",4,"45-54","Somewhat agree"
"8583","week 21","1",70,"Female","Norway",6,"65+","Strongly agree"
"8584","week 21","3",43,"Female","Norway",3,"35-44","Neutral/no opinion"
"8585","week 21","1",64,"Male","Norway",5,"55-64","Strongly agree"
"8586","week 21","1",40,"Female","Norway",3,"35-44","Strongly agree"
"8587","week 21","5",22,"Male","Norway",1,"18-24","Strongly disagree"
"8588","week 21","4",50,"Female","Norway",4,"45-54","Somewhat disagree"
"8589","week 21","1",57,"Female","Norway",5,"55-64","Strongly agree"
"8590","week 21","4",33,"Male","Norway",2,"25-34","Somewhat disagree"
"8591","week 21","1",61,"Female","Norway",5,"55-64","Strongly agree"
"8592","week 21","1",54,"Male","Norway",4,"45-54","Strongly agree"
"8593","week 21","1",66,"Male","Norway",6,"65+","Strongly agree"
"8594","week 21","1",57,"Female","Norway",5,"55-64","Strongly agree"
"8595","week 21","2",64,"Female","Norway",5,"55-64","Somewhat agree"
"8596","week 21","2",66,"Male","Norway",6,"65+","Somewhat agree"
"8597","week 21","5",33,"Female","Norway",2,"25-34","Strongly disagree"
"8598","week 21","4",63,"Male","Norway",5,"55-64","Somewhat disagree"
"8599","week 21","4",58,"Male","Norway",5,"55-64","Somewhat disagree"
"8600","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8601","week 21","4",20,"Female","Norway",1,"18-24","Somewhat disagree"
"8602","week 21","1",40,"Male","Norway",3,"35-44","Strongly agree"
"8603","week 21","1",31,"Male","Norway",2,"25-34","Strongly agree"
"8604","week 21","3",19,"Male","Norway",1,"18-24","Neutral/no opinion"
"8605","week 21","4",48,"Female","Norway",4,"45-54","Somewhat disagree"
"8606","week 21","1",45,"Male","Norway",4,"45-54","Strongly agree"
"8607","week 21","1",49,"Male","Norway",4,"45-54","Strongly agree"
"8608","week 21","2",48,"Male","Norway",4,"45-54","Somewhat agree"
"8609","week 21","3",48,"Male","Norway",4,"45-54","Neutral/no opinion"
"8610","week 21","1",62,"Female","Norway",5,"55-64","Strongly agree"
"8611","week 21","5",20,"Female","Norway",1,"18-24","Strongly disagree"
"8612","week 21","2",69,"Male","Norway",6,"65+","Somewhat agree"
"8613","week 21","1",68,"Male","Norway",6,"65+","Strongly agree"
"8614","week 21","1",54,"Male","Norway",4,"45-54","Strongly agree"
"8615","week 21","4",39,"Female","Norway",3,"35-44","Somewhat disagree"
"8616","week 21","5",60,"Female","Norway",5,"55-64","Strongly disagree"
"8617","week 21","1",64,"Male","Norway",5,"55-64","Strongly agree"
"8618","week 21","1",68,"Male","Norway",6,"65+","Strongly agree"
"8619","week 21","1",60,"Male","Norway",5,"55-64","Strongly agree"
"8620","week 21","3",56,"Male","Norway",5,"55-64","Neutral/no opinion"
"8621","week 21","1",41,"Female","Norway",3,"35-44","Strongly agree"
"8622","week 21","5",40,"Female","Norway",3,"35-44","Strongly disagree"
"8623","week 21","1",22,"Female","Norway",1,"18-24","Strongly agree"
"8624","week 21","1",36,"Female","Norway",3,"35-44","Strongly agree"
"8625","week 21","1",57,"Male","Norway",5,"55-64","Strongly agree"
"8626","week 21","3",30,"Female","Norway",2,"25-34","Neutral/no opinion"
"8627","week 21","5",72,"Male","Norway",6,"65+","Strongly disagree"
"8628","week 21","2",28,"Female","Norway",2,"25-34","Somewhat agree"
"8629","week 21","4",21,"Male","Norway",1,"18-24","Somewhat disagree"
"8630","week 21","3",32,"Female","Norway",2,"25-34","Neutral/no opinion"
"8631","week 21","1",70,"Female","Norway",6,"65+","Strongly agree"
"8632","week 21","2",40,"Female","Norway",3,"35-44","Somewhat agree"
"8633","week 21","1",50,"Female","Norway",4,"45-54","Strongly agree"
"8634","week 21","1",53,"Male","Norway",4,"45-54","Strongly agree"
"8635","week 21","3",33,"Female","Norway",2,"25-34","Neutral/no opinion"
"8636","week 21","3",40,"Male","Norway",3,"35-44","Neutral/no opinion"
"8637","week 21","1",73,"Male","Norway",6,"65+","Strongly agree"
"8638","week 21","5",45,"Male","Norway",4,"45-54","Strongly disagree"
"8639","week 21","2",26,"Male","Norway",2,"25-34","Somewhat agree"
"8640","week 21","5",66,"Male","Norway",6,"65+","Strongly disagree"
"8641","week 21","5",31,"Male","Norway",2,"25-34","Strongly disagree"
"8642","week 21","5",50,"Male","Norway",4,"45-54","Strongly disagree"
"8643","week 21","1",31,"Female","Norway",2,"25-34","Strongly agree"
"8644","week 21","4",22,"Female","Norway",1,"18-24","Somewhat disagree"
"8645","week 21","1",55,"Female","Norway",5,"55-64","Strongly agree"
"8646","week 21","1",27,"Female","Norway",2,"25-34","Strongly agree"
"8647","week 21","5",38,"Female","Norway",3,"35-44","Strongly disagree"
"8648","week 21","1",46,"Female","Norway",4,"45-54","Strongly agree"
"8649","week 21","1",61,"Male","Norway",5,"55-64","Strongly agree"
"8650","week 21","3",29,"Male","Norway",2,"25-34","Neutral/no opinion"
"8651","week 21","2",25,"Female","Norway",2,"25-34","Somewhat agree"
"8652","week 21","5",62,"Male","Norway",5,"55-64","Strongly disagree"
"8653","week 21","4",56,"Male","Norway",5,"55-64","Somewhat disagree"
"8654","week 21","1",61,"Male","Norway",5,"55-64","Strongly agree"
"8655","week 21","2",37,"Female","Norway",3,"35-44","Somewhat agree"
"8656","week 21","1",20,"Male","Norway",1,"18-24","Strongly agree"
"8657","week 21","1",28,"Male","Norway",2,"25-34","Strongly agree"
"8658","week 21","3",47,"Female","Norway",4,"45-54","Neutral/no opinion"
"8659","week 21","4",38,"Female","Norway",3,"35-44","Somewhat disagree"
"8660","week 21","3",60,"Female","Norway",5,"55-64","Neutral/no opinion"
"8661","week 21","4",33,"Male","Norway",2,"25-34","Somewhat disagree"
"8662","week 21","1",41,"Male","Norway",3,"35-44","Strongly agree"
"8663","week 21","2",28,"Male","Norway",2,"25-34","Somewhat agree"
"8664","week 21","1",57,"Male","Norway",5,"55-64","Strongly agree"
"8665","week 21","1",69,"Female","Norway",6,"65+","Strongly agree"
"8666","week 21","1",56,"Female","Norway",5,"55-64","Strongly agree"
"8667","week 21","1",45,"Female","Norway",4,"45-54","Strongly agree"
"8668","week 21","1",40,"Male","Norway",3,"35-44","Strongly agree"
"8669","week 21","1",36,"Male","Norway",3,"35-44","Strongly agree"
"8670","week 21","5",60,"Male","Norway",5,"55-64","Strongly disagree"
"8671","week 21","1",56,"Male","Norway",5,"55-64","Strongly agree"
"8672","week 21","1",35,"Male","Norway",3,"35-44","Strongly agree"
"8673","week 21","1",73,"Male","Norway",6,"65+","Strongly agree"
"8674","week 21","4",48,"Male","Norway",4,"45-54","Somewhat disagree"
"8675","week 21","1",41,"Male","Norway",3,"35-44","Strongly agree"
"8676","week 21","1",37,"Male","Norway",3,"35-44","Strongly agree"
"8677","week 21","4",31,"Female","Norway",2,"25-34","Somewhat disagree"
"8678","week 21","5",26,"Female","Norway",2,"25-34","Strongly disagree"
"8679","week 21","3",41,"Male","Norway",3,"35-44","Neutral/no opinion"
"8680","week 21","1",72,"Male","Norway",6,"65+","Strongly agree"
"8681","week 21","5",20,"Male","Norway",1,"18-24","Strongly disagree"
"8682","week 21","3",38,"Male","Norway",3,"35-44","Neutral/no opinion"
"8683","week 21","1",58,"Female","Norway",5,"55-64","Strongly agree"
"8684","week 21","3",74,"Male","Norway",6,"65+","Neutral/no opinion"
"8685","week 21","2",59,"Male","Norway",5,"55-64","Somewhat agree"
"8686","week 21","3",44,"Female","Norway",3,"35-44","Neutral/no opinion"
"8687","week 21","1",78,"Female","Norway",6,"65+","Strongly agree"
"8688","week 21","4",25,"Female","Norway",2,"25-34","Somewhat disagree"
"8689","week 21","1",69,"Male","Norway",6,"65+","Strongly agree"
"8690","week 21","2",23,"Male","Norway",1,"18-24","Somewhat agree"
"8691","week 21","5",38,"Male","Norway",3,"35-44","Strongly disagree"
"8692","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8693","week 21","1",62,"Male","Norway",5,"55-64","Strongly agree"
"8694","week 21","4",41,"Female","Norway",3,"35-44","Somewhat disagree"
"8695","week 21","1",65,"Male","Norway",6,"65+","Strongly agree"
"8696","week 21","5",18,"Male","Norway",1,"18-24","Strongly disagree"
"8697","week 21","1",63,"Female","Norway",5,"55-64","Strongly agree"
"8698","week 21","5",30,"Male","Norway",2,"25-34","Strongly disagree"
"8699","week 21","1",35,"Female","Norway",3,"35-44","Strongly agree"
"8700","week 21","3",33,"Male","Norway",2,"25-34","Neutral/no opinion"
"8701","week 21","4",34,"Male","Norway",2,"25-34","Somewhat disagree"
"8702","week 21","1",44,"Female","Norway",3,"35-44","Strongly agree"
"8703","week 21","1",47,"Female","Norway",4,"45-54","Strongly agree"
"8704","week 21","5",54,"Female","Norway",4,"45-54","Strongly disagree"
"8705","week 21","5",74,"Male","Norway",6,"65+","Strongly disagree"
"8706","week 21","1",63,"Male","Norway",5,"55-64","Strongly agree"
"8707","week 21","1",58,"Male","Norway",5,"55-64","Strongly agree"
"8708","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8709","week 21","3",70,"Female","Norway",6,"65+","Neutral/no opinion"
"8710","week 21","1",51,"Male","Norway",4,"45-54","Strongly agree"
"8711","week 21","5",56,"Male","Norway",5,"55-64","Strongly disagree"
"8712","week 21","2",20,"Female","Norway",1,"18-24","Somewhat agree"
"8713","week 21","3",36,"Female","Norway",3,"35-44","Neutral/no opinion"
"8714","week 21","4",46,"Female","Norway",4,"45-54","Somewhat disagree"
"8715","week 21","1",54,"Male","Norway",4,"45-54","Strongly agree"
"8716","week 21","4",24,"Male","Norway",1,"18-24","Somewhat disagree"
"8717","week 21","1",78,"Male","Norway",6,"65+","Strongly agree"
"8718","week 21","1",21,"Female","Norway",1,"18-24","Strongly agree"
"8719","week 21","1",74,"Female","Norway",6,"65+","Strongly agree"
"8720","week 21","1",61,"Female","Norway",5,"55-64","Strongly agree"
"8721","week 21","1",19,"Female","Norway",1,"18-24","Strongly agree"
"8722","week 21","1",57,"Male","Norway",5,"55-64","Strongly agree"
"8723","week 21","5",20,"Male","Norway",1,"18-24","Strongly disagree"
"8724","week 21","3",46,"Male","Norway",4,"45-54","Neutral/no opinion"
"8725","week 21","1",39,"Female","Norway",3,"35-44","Strongly agree"
"8726","week 21","1",51,"Female","Norway",4,"45-54","Strongly agree"
"8727","week 21","2",27,"Male","Norway",2,"25-34","Somewhat agree"
"8728","week 21","3",41,"Female","Norway",3,"35-44","Neutral/no opinion"
"8729","week 21","1",77,"Male","Norway",6,"65+","Strongly agree"
"8730","week 21","1",68,"Female","Norway",6,"65+","Strongly agree"
"8731","week 21","1",72,"Male","Norway",6,"65+","Strongly agree"
"8732","week 21","2",25,"Male","Norway",2,"25-34","Somewhat agree"
"8733","week 21","3",48,"Female","Norway",4,"45-54","Neutral/no opinion"
"8734","week 21","1",71,"Female","Norway",6,"65+","Strongly agree"
"8735","week 21","1",37,"Female","Norway",3,"35-44","Strongly agree"
"8736","week 21","2",20,"Male","Norway",1,"18-24","Somewhat agree"
"8737","week 21","4",32,"Male","Norway",2,"25-34","Somewhat disagree"
"8738","week 21","3",30,"Female","Norway",2,"25-34","Neutral/no opinion"
"8739","week 21","5",30,"Male","Norway",2,"25-34","Strongly disagree"
"8740","week 21","3",39,"Male","Norway",3,"35-44","Neutral/no opinion"
"8741","week 21","3",28,"Male","Norway",2,"25-34","Neutral/no opinion"
"8742","week 21","1",43,"Male","Norway",3,"35-44","Strongly agree"
"8743","week 21","1",52,"Male","Norway",4,"45-54","Strongly agree"
"8744","week 21","3",49,"Female","Norway",4,"45-54","Neutral/no opinion"
"8745","week 21","4",40,"Male","Norway",3,"35-44","Somewhat disagree"
"8746","week 21","1",59,"Female","Norway",5,"55-64","Strongly agree"
"8747","week 21","4",69,"Female","Norway",6,"65+","Somewhat disagree"
"8748","week 21","1",51,"Male","Norway",4,"45-54","Strongly agree"
"8749","week 21","1",55,"Female","Norway",5,"55-64","Strongly agree"
"8750","week 21","1",74,"Female","Norway",6,"65+","Strongly agree"
"8751","week 21","1",57,"Female","Norway",5,"55-64","Strongly agree"
"8752","week 21","5",41,"Male","Norway",3,"35-44","Strongly disagree"
"8753","week 21","1",55,"Male","Norway",5,"55-64","Strongly agree"
"8754","week 21","1",75,"Female","Norway",6,"65+","Strongly agree"
"8755","week 21","2",39,"Male","Norway",3,"35-44","Somewhat agree"
"8756","week 21","5",25,"Male","Norway",2,"25-34","Strongly disagree"
"8757","week 21","1",68,"Female","Norway",6,"65+","Strongly agree"
"8758","week 21","5",60,"Male","Norway",5,"55-64","Strongly disagree"
"8759","week 21","5",30,"Male","Norway",2,"25-34","Strongly disagree"
"8760","week 21","1",75,"Male","Norway",6,"65+","Strongly agree"
"8761","week 21","3",58,"Female","Norway",5,"55-64","Neutral/no opinion"
"8762","week 21","3",53,"Female","Norway",4,"45-54","Neutral/no opinion"
"8763","week 21","1",45,"Female","Norway",4,"45-54","Strongly agree"
"8764","week 21","5",71,"Female","Norway",6,"65+","Strongly disagree"
"8765","week 21","3",45,"Female","Norway",4,"45-54","Neutral/no opinion"
"8766","week 21","1",46,"Female","Norway",4,"45-54","Strongly agree"
"8767","week 21","2",44,"Male","Norway",3,"35-44","Somewhat agree"
"8768","week 21","1",50,"Male","Norway",4,"45-54","Strongly agree"
"8769","week 21","1",57,"Female","Norway",5,"55-64","Strongly agree"
"8770","week 21","5",19,"Female","Norway",1,"18-24","Strongly disagree"
"8771","week 21","1",56,"Male","Norway",5,"55-64","Strongly agree"
"8772","week 21","3",18,"Female","Norway",1,"18-24","Neutral/no opinion"
"8773","week 21","1",74,"Male","Norway",6,"65+","Strongly agree"
"8774","week 21","3",61,"Female","Norway",5,"55-64","Neutral/no opinion"
"8775","week 21","1",68,"Male","Norway",6,"65+","Strongly agree"
"8776","week 21","1",79,"Male","Norway",6,"65+","Strongly agree"
"8777","week 21","3",56,"Female","Norway",5,"55-64","Neutral/no opinion"
"8778","week 21","1",50,"Female","Norway",4,"45-54","Strongly agree"
"8779","week 21","5",35,"Male","Norway",3,"35-44","Strongly disagree"
"8780","week 21","1",75,"Female","Norway",6,"65+","Strongly agree"
"8781","week 21","3",63,"Female","Norway",5,"55-64","Neutral/no opinion"
"8782","week 21","2",60,"Male","Norway",5,"55-64","Somewhat agree"
"8783","week 21","2",43,"Female","Norway",3,"35-44","Somewhat agree"
"8784","week 21","1",44,"Male","Norway",3,"35-44","Strongly agree"
"8785","week 21","1",72,"Male","Norway",6,"65+","Strongly agree"
"8786","week 21","2",53,"Male","Norway",4,"45-54","Somewhat agree"
"8787","week 21","1",60,"Male","Norway",5,"55-64","Strongly agree"
"8788","week 21","3",18,"Male","Norway",1,"18-24","Neutral/no opinion"
"8789","week 21","1",23,"Female","Norway",1,"18-24","Strongly agree"
"8790","week 21","1",52,"Female","Norway",4,"45-54","Strongly agree"
"8791","week 21","1",38,"Male","Norway",3,"35-44","Strongly agree"
"8792","week 21","1",67,"Female","Norway",6,"65+","Strongly agree"
"8793","week 21","1",55,"Male","Norway",5,"55-64","Strongly agree"
"8794","week 21","1",61,"Female","Norway",5,"55-64","Strongly agree"
"8795","week 21","1",34,"Male","Norway",2,"25-34","Strongly agree"
"8796","week 21","1",19,"Female","Norway",1,"18-24","Strongly agree"
"8797","week 21","1",42,"Female","Norway",3,"35-44","Strongly agree"
"8798","week 21","1",48,"Female","Norway",4,"45-54","Strongly agree"
"8799","week 21","3",23,"Female","Norway",1,"18-24","Neutral/no opinion"
"8800","week 21","1",48,"Female","Norway",4,"45-54","Strongly agree"
"8801","week 21","1",25,"Female","Norway",2,"25-34","Strongly agree"
"8802","week 21","1",74,"Female","Norway",6,"65+","Strongly agree"
"8803","week 21","3",73,"Male","Norway",6,"65+","Neutral/no opinion"
"8804","week 21","1",70,"Female","Norway",6,"65+","Strongly agree"
"8805","week 21","5",48,"Male","Norway",4,"45-54","Strongly disagree"
"8806","week 21","5",37,"Male","Norway",3,"35-44","Strongly disagree"
"8807","week 21","5",65,"Male","Norway",6,"65+","Strongly disagree"
"8808","week 21","1",71,"Female","Norway",6,"65+","Strongly agree"
"8809","week 21","3",69,"Male","Norway",6,"65+","Neutral/no opinion"
"8810","week 21","5",61,"Female","Norway",5,"55-64","Strongly disagree"
"8811","week 21","1",61,"Female","Norway",5,"55-64","Strongly agree"
"8812","week 21","3",53,"Female","Norway",4,"45-54","Neutral/no opinion"
"8813","week 21","2",45,"Male","Norway",4,"45-54","Somewhat agree"
"8814","week 21","1",49,"Male","Norway",4,"45-54","Strongly agree"
"8815","week 21","4",25,"Female","Norway",2,"25-34","Somewhat disagree"
"8816","week 21","2",29,"Female","Norway",2,"25-34","Somewhat agree"
"8817","week 21","1",71,"Female","Norway",6,"65+","Strongly agree"
"8818","week 21","4",33,"Female","Norway",2,"25-34","Somewhat disagree"
"8819","week 21","1",48,"Female","Norway",4,"45-54","Strongly agree"
"8820","week 21","2",30,"Male","Norway",2,"25-34","Somewhat agree"
"8821","week 21","1",54,"Female","Norway",4,"45-54","Strongly agree"
"8822","week 21","5",30,"Male","Norway",2,"25-34","Strongly disagree"
"8823","week 21","3",33,"Female","Norway",2,"25-34","Neutral/no opinion"
"8824","week 21","5",73,"Female","Norway",6,"65+","Strongly disagree"
"8825","week 21","1",64,"Female","Norway",5,"55-64","Strongly agree"
"8826","week 21","1",53,"Female","Norway",4,"45-54","Strongly agree"
"8827","week 21","1",31,"Female","Norway",2,"25-34","Strongly agree"
"8828","week 21","2",25,"Female","Norway",2,"25-34","Somewhat agree"
"8829","week 21","1",65,"Male","Norway",6,"65+","Strongly agree"
"8830","week 21","5",42,"Female","Norway",3,"35-44","Strongly disagree"
"8831","week 21","4",46,"Male","Norway",4,"45-54","Somewhat disagree"
"8832","week 21","1",82,"Male","Norway",6,"65+","Strongly agree"
"8833","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8834","week 21","3",48,"Female","Norway",4,"45-54","Neutral/no opinion"
"8835","week 21","1",71,"Female","Norway",6,"65+","Strongly agree"
"8836","week 21","1",38,"Male","Norway",3,"35-44","Strongly agree"
"8837","week 21","4",22,"Male","Norway",1,"18-24","Somewhat disagree"
"8838","week 21","3",79,"Male","Norway",6,"65+","Neutral/no opinion"
"8839","week 21","4",46,"Female","Norway",4,"45-54","Somewhat disagree"
"8840","week 21","2",36,"Male","Norway",3,"35-44","Somewhat agree"
"8841","week 21","5",21,"Male","Norway",1,"18-24","Strongly disagree"
"8842","week 21","2",22,"Female","Norway",1,"18-24","Somewhat agree"
"8843","week 21","2",41,"Female","Norway",3,"35-44","Somewhat agree"
"8844","week 21","1",25,"Female","Norway",2,"25-34","Strongly agree"
"8845","week 21","1",49,"Female","Norway",4,"45-54","Strongly agree"
"8846","week 21","1",57,"Female","Norway",5,"55-64","Strongly agree"
"8847","week 21","1",56,"Female","Norway",5,"55-64","Strongly agree"
"8848","week 21","4",35,"Male","Norway",3,"35-44","Somewhat disagree"
"8849","week 21","1",20,"Female","Norway",1,"18-24","Strongly agree"
"8850","week 21","3",29,"Female","Norway",2,"25-34","Neutral/no opinion"
"8851","week 21","1",78,"Male","Norway",6,"65+","Strongly agree"
"8852","week 21","1",24,"Male","Norway",1,"18-24","Strongly agree"
"8853","week 21","2",64,"Male","Norway",5,"55-64","Somewhat agree"
"8854","week 21","5",63,"Male","Norway",5,"55-64","Strongly disagree"
"8855","week 21","1",69,"Female","Norway",6,"65+","Strongly agree"
"8856","week 21","1",71,"Female","Norway",6,"65+","Strongly agree"
"8857","week 21","5",50,"Female","Norway",4,"45-54","Strongly disagree"
"8858","week 21","1",46,"Female","Norway",4,"45-54","Strongly agree"
"8859","week 21","1",25,"Female","Norway",2,"25-34","Strongly agree"
"8860","week 21","4",47,"Female","Norway",4,"45-54","Somewhat disagree"
"8861","week 21","1",47,"Female","Norway",4,"45-54","Strongly agree"
"8862","week 21","4",48,"Male","Norway",4,"45-54","Somewhat disagree"
"8863","week 21","1",21,"Female","Norway",1,"18-24","Strongly agree"
"8864","week 21","1",29,"Female","Norway",2,"25-34","Strongly agree"
"8865","week 21","1",62,"Female","Norway",5,"55-64","Strongly agree"
"8866","week 21","1",41,"Female","Norway",3,"35-44","Strongly agree"
"8867","week 21","5",59,"Female","Norway",5,"55-64","Strongly disagree"
"8868","week 21","1",72,"Male","Norway",6,"65+","Strongly agree"
"8869","week 21","5",55,"Female","Norway",5,"55-64","Strongly disagree"
"8870","week 21","5",21,"Female","Norway",1,"18-24","Strongly disagree"
"8871","week 21","1",27,"Female","Norway",2,"25-34","Strongly agree"
"8872","week 21","1",23,"Female","Norway",1,"18-24","Strongly agree"
"8873","week 21","1",48,"Male","Norway",4,"45-54","Strongly agree"
"8874","week 21","5",35,"Male","Norway",3,"35-44","Strongly disagree"
"8875","week 21","4",38,"Female","Norway",3,"35-44","Somewhat disagree"
"8876","week 21","1",41,"Male","Norway",3,"35-44","Strongly agree"
"8877","week 21","1",31,"Male","Norway",2,"25-34","Strongly agree"
"8878","week 21","4",18,"Male","Norway",1,"18-24","Somewhat disagree"
"8879","week 21","2",73,"Female","Norway",6,"65+","Somewhat agree"
"8880","week 21","2",62,"Female","Norway",5,"55-64","Somewhat agree"
"8881","week 21","1",42,"Male","Norway",3,"35-44","Strongly agree"
"8882","week 21","5",27,"Female","Norway",2,"25-34","Strongly disagree"
"8883","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8884","week 21","1",69,"Female","Norway",6,"65+","Strongly agree"
"8885","week 21","1",48,"Male","Norway",4,"45-54","Strongly agree"
"8886","week 21","1",75,"Female","Norway",6,"65+","Strongly agree"
"8887","week 21","1",74,"Female","Norway",6,"65+","Strongly agree"
"8888","week 21","1",42,"Male","Norway",3,"35-44","Strongly agree"
"8889","week 21","1",51,"Female","Norway",4,"45-54","Strongly agree"
"8890","week 21","1",51,"Female","Norway",4,"45-54","Strongly agree"
"8891","week 21","4",55,"Female","Norway",5,"55-64","Somewhat disagree"
"8892","week 21","1",42,"Female","Norway",3,"35-44","Strongly agree"
"8893","week 21","1",38,"Male","Norway",3,"35-44","Strongly agree"
"8894","week 21","1",32,"Male","Norway",2,"25-34","Strongly agree"
"8895","week 21","1",52,"Female","Norway",4,"45-54","Strongly agree"
"8896","week 21","1",70,"Female","Norway",6,"65+","Strongly agree"
"8897","week 21","1",75,"Female","Norway",6,"65+","Strongly agree"
"8898","week 21","5",54,"Female","Norway",4,"45-54","Strongly disagree"
"8899","week 21","2",46,"Female","Norway",4,"45-54","Somewhat agree"
"8900","week 21","5",39,"Male","Norway",3,"35-44","Strongly disagree"
"8901","week 21","1",59,"Female","Norway",5,"55-64","Strongly agree"
"8902","week 21","1",47,"Female","Norway",4,"45-54","Strongly agree"
"8903","week 21","5",18,"Male","Norway",1,"18-24","Strongly disagree"
"8904","week 21","1",37,"Male","Norway",3,"35-44","Strongly agree"
"8905","week 21","1",30,"Male","Norway",2,"25-34","Strongly agree"
"8906","week 21","4",28,"Male","Norway",2,"25-34","Somewhat disagree"
"8907","week 21","1",65,"Female","Norway",6,"65+","Strongly agree"
"8908","week 21","3",35,"Male","Norway",3,"35-44","Neutral/no opinion"
"8909","week 21","1",51,"Female","Norway",4,"45-54","Strongly agree"
"8910","week 21","2",32,"Male","Norway",2,"25-34","Somewhat agree"
"8911","week 21","1",47,"Female","Norway",4,"45-54","Strongly agree"
"8912","week 21","5",40,"Male","Norway",3,"35-44","Strongly disagree"
"8913","week 21","1",51,"Female","Norway",4,"45-54","Strongly agree"
"8914","week 21","3",24,"Male","Norway",1,"18-24","Neutral/no opinion"
"8915","week 21","3",55,"Female","Norway",5,"55-64","Neutral/no opinion"
"8916","week 21","5",67,"Female","Norway",6,"65+","Strongly disagree"
"8917","week 21","1",41,"Female","Norway",3,"35-44","Strongly agree"
"8918","week 21","5",32,"Male","Norway",2,"25-34","Strongly disagree"
"8919","week 21","3",29,"Male","Norway",2,"25-34","Neutral/no opinion"
"8920","week 21","3",49,"Female","Norway",4,"45-54","Neutral/no opinion"
"8921","week 21","3",44,"Female","Norway",3,"35-44","Neutral/no opinion"
"8922","week 21","1",43,"Male","Norway",3,"35-44","Strongly agree"
"8923","week 21","1",28,"Male","Norway",2,"25-34","Strongly agree"
"8924","week 21","1",41,"Female","Norway",3,"35-44","Strongly agree"
"8925","week 21","2",55,"Female","Norway",5,"55-64","Somewhat agree"
"8926","week 21","1",22,"Male","Norway",1,"18-24","Strongly agree"
"8927","week 21","4",66,"Female","Norway",6,"65+","Somewhat disagree"
"8928","week 21","1",42,"Female","Norway",3,"35-44","Strongly agree"
"8929","week 21","3",72,"Female","Norway",6,"65+","Neutral/no opinion"
"8930","week 21","3",33,"Male","Norway",2,"25-34","Neutral/no opinion"
"8931","week 21","1",28,"Male","Norway",2,"25-34","Strongly agree"
"8932","week 21","1",23,"Male","Norway",1,"18-24","Strongly agree"
"8933","week 21","4",26,"Male","Norway",2,"25-34","Somewhat disagree"
"8934","week 21","1",79,"Female","Norway",6,"65+","Strongly agree"
"8935","week 21","1",62,"Female","Norway",5,"55-64","Strongly agree"
"8936","week 21","2",35,"Male","Norway",3,"35-44","Somewhat agree"
"8937","week 21","4",64,"Female","Norway",5,"55-64","Somewhat disagree"
"8938","week 21","1",74,"Female","Norway",6,"65+","Strongly agree"
"8939","week 21","1",29,"Male","Norway",2,"25-34","Strongly agree"
"8940","week 21","3",44,"Male","Norway",3,"35-44","Neutral/no opinion"
"8941","week 21","5",36,"Male","Norway",3,"35-44","Strongly disagree"
"8942","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8943","week 21","3",18,"Male","Norway",1,"18-24","Neutral/no opinion"
"8944","week 21","3",31,"Male","Norway",2,"25-34","Neutral/no opinion"
"8945","week 21","3",29,"Male","Norway",2,"25-34","Neutral/no opinion"
"8946","week 21","1",29,"Male","Norway",2,"25-34","Strongly agree"
"8947","week 21","4",40,"Male","Norway",3,"35-44","Somewhat disagree"
"8948","week 21","3",30,"Male","Norway",2,"25-34","Neutral/no opinion"
"8949","week 21","5",24,"Male","Norway",1,"18-24","Strongly disagree"
"8950","week 21","2",39,"Male","Norway",3,"35-44","Somewhat agree"
"8951","week 21","3",57,"Female","Norway",5,"55-64","Neutral/no opinion"
"8952","week 21","1",24,"Male","Norway",1,"18-24","Strongly agree"
"8953","week 21","3",26,"Male","Norway",2,"25-34","Neutral/no opinion"
"8954","week 21","4",24,"Male","Norway",1,"18-24","Somewhat disagree"
"8955","week 21","3",21,"Male","Norway",1,"18-24","Neutral/no opinion"
